mag,lat,lon,depth,time
0.6,64.9365,-147.4665,11.7,622663595.38
1.4,64.3022,-146.9907,10.13,622727174.27
0.8,64.8077,-147.7678,11.87,622747398.04
1.1,64.7127,-147.7972,21.8,622762864.15
1.4,64.886,-147.731,17.43,622826843.22
0.6,64.5372,-148.1608,8.32,622831575.32
1.3,64.4097,-148.0753,9.21,622845656.17
1.3,64.804,-148.9147,13.67,622846256.33
0.3,64.8017,-147.6767,-3.0,622917857.64
1.4,64.4163,-147.5352,4.71,622924060.08
1.5,64.4287,-148.7372,18.48,623097271.15
0.9,64.9627,-148.556,9.06,623295279.79
0.9,64.5908,-147.6793,10.77,623300837.28
0.7,64.6465,-148.4052,10.4,623344617.32
0.8,64.6357,-148.4012,19.92,623344623.37
1.5,65.133,-148.6588,12.8,623446945.87
0.7,64.5597,-147.8575,13.42,623522553.07
0.3,64.9117,-147.9847,0.0,623555365.05
1.6,64.4443,-148.8532,21.09,623575687.34
0.9,64.7872,-147.7372,11.79,623580019.31
0.9,64.7922,-147.7562,11.95,623580027.96
0.5,64.441,-147.3737,0.0,623637864.67
0.5,64.5697,-147.0675,0.01,623755309.94
1.0,64.5617,-147.0948,0.01,623755352.29
1.3,64.8178,-146.96,9.63,623808556.27
1.0,64.8187,-148.7198,19.2,623812135.58
0.6,64.603,-147.4512,6.78,623823792.84
0.6,64.8878,-147.7622,16.88,623830992.13
1.4,64.2363,-148.5492,8.15,623862565.95
1.6,65.05,-148.632,12.39,623905987.78
0.9,64.5727,-147.9205,10.23,623961978.11
0.9,64.8117,-147.324,10.61,624242043.16
0.7,64.8223,-147.7158,11.69,624309214.06
1.5,65.1318,-146.6253,12.66,624380345.02
1.2,64.66,-147.947,14.75,624457807.94
1.6,64.1887,-148.0222,0.71,624488395.69
0.9,64.7217,-147.2228,0.0,624643566.0
1.1,64.7472,-147.2863,11.3,624800353.93
1.4,64.9198,-148.4085,15.09,624891030.27
1.6,64.8005,-148.7463,12.11,625005504.23
1.8,64.1268,-148.3688,117.46,625124768.69
1.5,65.1077,-148.7263,16.23,625313795.95
0.8,64.7787,-147.3895,11.08,625345576.09
1.5,64.203,-148.6728,0.0,625391848.95
1.1,64.7312,-147.267,12.79,625517839.54
0.8,64.9313,-147.523,11.9,625574753.3
0.8,64.7945,-147.5293,13.86,625697203.18
0.5,64.8732,-147.7333,13.88,625733842.92
1.0,64.7685,-147.3842,12.93,625771364.02
1.0,64.691,-147.5312,10.77,625921064.31
1.5,64.418,-148.043,16.75,625967939.18
1.1,64.8413,-147.7227,12.74,625981648.23
1.5,64.9977,-148.9972,16.13,626102773.88
2.3,64.8648,-147.2643,18.62,626228164.94
1.5,64.8075,-147.48,12.15,626645563.05
1.1,64.493,-147.6613,-3.0,626673794.57
1.4,64.4698,-146.9052,10.4,626708053.88
1.9,64.4128,-148.7347,18.33,626833974.74
1.6,64.766,-147.2948,14.77,626877951.24
1.6,64.8153,-148.8002,20.65,626989023.5
1.5,64.8593,-147.1235,6.42,627069252.0
1.3,64.6285,-147.004,-0.35,627074501.88
1.5,64.6158,-147.0378,13.95,627122059.65
2.2,64.616,-147.0185,16.06,627122155.79
1.0,64.8242,-147.5195,15.36,627124365.69
1.7,64.5983,-147.0142,13.38,627316096.54
0.9,64.7023,-147.517,12.47,627318871.91
0.9,64.858,-147.6918,15.33,627319110.11
1.6,64.9247,-148.8707,18.63,627344773.66
1.3,64.6867,-146.8708,8.41,627395527.92
1.6,64.7722,-147.8242,12.5,627461348.12
1.2,64.7855,-148.8087,15.58,627510686.06
1.1,64.2162,-147.8917,8.14,627521302.44
1.2,65.0322,-148.9287,18.06,627536336.7
2.4,65.0695,-148.3977,19.8,627607142.07
1.9,65.0653,-148.383,20.02,627609321.8
1.0,64.8548,-148.7133,0.69,627630552.34
2.2,64.7015,-146.8673,12.6,627637661.52
1.5,65.2188,-146.5137,-3.0,627799179.24
1.1,64.9578,-147.9958,15.1,627855794.71
2.5,64.7268,-147.5032,19.17,627858182.6
1.0,64.8662,-148.686,6.19,627866910.84
1.8,65.067,-148.6448,20.25,627889343.64
0.7,64.8772,-147.7343,17.14,627918776.72
1.1,65.0582,-148.5917,17.87,627940376.7
0.2,64.6662,-148.1602,1.81,627940500.88
1.7,64.7627,-147.0807,11.69,628071781.24
1.6,65.0667,-148.364,21.34,628120821.61
1.0,64.8802,-147.7407,17.2,628241892.49
2.0,64.4707,-146.9422,10.44,628309575.12
1.7,64.5822,-148.8447,17.46,628317077.45
0.6,64.6708,-148.1408,8.4,628356823.23
2.1,65.0775,-148.5445,20.74,628392022.46
1.3,65.0825,-148.559,19.72,628392116.96
0.7,64.8798,-147.7713,17.62,628430659.52
1.9,64.4022,-148.7498,15.19,628566366.46
0.8,64.733,-147.4503,10.09,628695444.06
1.0,64.5958,-148.2288,8.46,628822942.21
1.5,64.7475,-146.7645,12.52,628984038.43
1.4,64.8742,-148.5967,19.12,629073170.55
1.9,64.0093,-148.0927,111.46,629090736.47
1.2,65.063,-148.3793,19.2,629154450.12
0.7,64.8642,-147.3845,9.36,629291556.65
0.8,64.8818,-147.7775,17.47,629344418.45
3.1,64.4755,-146.9213,11.37,629441030.89
0.8,64.7872,-147.7563,13.28,629643267.66
1.4,65.0138,-148.7582,19.78,629653525.24
0.8,65.0033,-148.27,12.1,629680147.61
2.1,64.8052,-147.485,15.17,629703777.92
0.8,64.7913,-147.3637,-3.0,629754069.83
1.2,64.707,-147.4787,10.36,629766324.17
0.8,64.8022,-147.4995,13.54,629805665.23
1.9,64.4387,-147.4522,-0.66,629827704.6
1.2,64.7445,-147.4805,14.53,629935682.85
1.6,64.5408,-147.1312,13.14,629979703.0
0.8,64.6962,-146.9233,-0.56,630027799.51
2.5,64.8162,-147.5072,17.22,630181888.63
2.0,64.7412,-147.5,17.0,630240384.23
1.0,64.9377,-148.8303,8.07,630254047.51
0.9,65.0647,-148.5015,21.97,630317601.14
0.7,64.6343,-148.4335,7.35,630360899.56
0.8,64.6348,-148.3807,9.24,630368503.65
1.2,65.028,-147.2278,15.1,630566170.43
1.1,64.4892,-146.8847,-1.47,630768242.17
1.3,65.0175,-148.8463,13.68,630796248.34
2.1,64.8777,-147.5552,12.55,630826428.77
1.2,64.783,-147.4837,14.65,631003622.63
0.8,64.9185,-147.78,14.36,631168041.16
2.0,64.2932,-148.409,14.53,631490951.27
1.5,64.9273,-148.2198,5.29,631699607.02
1.1,64.9208,-148.893,24.44,631713575.92
1.3,64.8783,-148.7763,28.99,631721372.46
1.3,65.0482,-148.9333,20.56,631723977.54
1.4,64.9972,-148.9847,13.29,631775080.54
1.8,65.8985,-148.2973,10.12,631788272.74
0.9,64.8828,-148.763,21.75,631791972.69
2.3,64.0353,-148.2243,124.59,631800075.53
1.3,64.7637,-147.5195,7.12,631821914.85
1.2,65.0247,-148.9667,10.64,631874545.4
1.0,65.0272,-147.0662,15.1,631932098.35
0.7,64.8365,-147.485,17.93,631935761.94
0.9,64.8523,-147.5473,11.38,631939174.27
1.3,65.0952,-148.9863,13.64,631967015.57
1.5,64.4145,-148.4102,-3.0,631971914.9
0.7,64.7485,-147.2235,9.17,632023322.89
1.3,64.9647,-148.9215,24.45,632075574.56
0.9,65.029,-148.1907,12.6,632138939.79
2.6,64.9575,-148.9203,19.27,632187189.0
4.5,64.9575,-148.9203,19.27,632187189.0
0.8,64.8412,-147.3432,6.7,632218815.01
1.1,65.073,-148.5615,17.51,632290410.06
0.7,64.8423,-147.348,5.29,632327552.41
1.3,64.8498,-147.3472,12.59,632327602.24
0.7,64.838,-147.3372,4.28,632328000.77
0.9,64.8447,-147.3392,8.02,632334902.73
1.1,64.239,-147.9838,5.37,632438066.84
0.9,64.8353,-147.5463,10.83,632698888.95
1.7,65.1132,-148.7105,18.86,632822750.32
1.2,64.7778,-147.7325,13.53,632888580.47
1.0,64.8707,-147.7213,15.99,632948995.78
0.9,64.8217,-147.4513,8.14,632950142.8
1.3,64.7353,-147.903,23.93,633112184.86
2.3,64.0352,-148.3785,117.47,633172094.91
1.7,64.7098,-147.6302,15.12,633200126.6
2.3,64.476,-146.928,10.24,633230528.06
1.4,64.6652,-146.9382,-3.0,633250159.01
1.0,64.9858,-148.9795,11.53,633273136.76
0.8,64.9125,-148.0175,-0.99,633309810.61
0.6,64.7223,-147.4567,-0.51,633339442.53
0.7,64.7852,-147.4792,7.89,633426911.7
0.7,64.8642,-147.31,9.47,633509977.22
0.7,64.9238,-147.4883,7.8,633512089.39
2.1,64.9852,-146.7497,18.43,633530964.43
2.1,65.0082,-146.6622,13.9,633536143.8
1.2,64.141,-148.5013,-0.35,633536900.23
2.0,64.4488,-146.9435,11.04,633626968.11
1.1,64.5918,-147.0325,7.8,633759351.41
2.6,64.0268,-148.1887,108.57,633807998.1
2.4,64.0277,-148.1432,103.28,633817841.31
3.8,64.891,-148.916,10.0,631712742.4
4.0,64.349,-148.396,33.0,632560981.9
0.9,64.8887,-147.726,14.72,633918635.89
1.5,64.2785,-148.3113,13.16,633936198.55
1.9,64.895,-148.9435,14.04,633942463.7
1.2,64.2698,-148.35,-3.0,633954061.38
1.2,64.5915,-147.0172,10.27,633963586.38
0.8,64.9217,-148.0357,3.97,634007058.48
1.3,64.8403,-148.9533,15.31,634025508.35
1.0,64.5172,-147.961,15.21,634035686.35
0.7,64.7285,-147.5258,12.29,634242968.81
1.3,64.9483,-148.9953,11.23,634412226.76
1.1,64.7103,-148.243,13.83,634431762.65
0.5,64.8423,-147.4347,8.8,634433765.17
3.0,64.4702,-146.9375,12.99,634521214.25
1.7,64.459,-146.8928,12.73,634523374.85
2.1,65.2842,-148.2282,40.48,634531344.07
1.4,64.3778,-147.1363,12.58,634563984.08
0.7,64.395,-147.1477,7.96,634564581.59
1.4,64.7722,-147.008,-3.0,634600544.38
0.8,64.2182,-147.8658,8.25,634602970.87
1.5,65.585,-147.5542,-3.0,634645445.35
1.3,64.8233,-147.4312,10.78,634654039.71
1.1,64.479,-146.9328,7.85,634658864.07
0.4,64.8843,-147.7442,17.58,634660509.98
1.2,65.0378,-147.0883,14.26,634725655.31
1.0,64.7355,-147.4357,-1.51,634781014.07
2.7,64.8157,-147.7712,18.36,634792408.83
1.1,64.8105,-147.7568,13.62,634792598.71
0.7,64.6958,-146.9102,-0.66,634797308.86
0.7,64.811,-147.7493,13.26,634799422.81
0.5,64.6818,-147.6747,13.83,634829057.38
0.7,64.8122,-147.7587,10.97,634839038.78
0.8,64.8015,-147.3667,11.86,634867948.1
2.0,65.8115,-148.1333,-3.0,634895732.83
1.7,65.4743,-147.5652,10.59,634896838.75
1.7,65.6368,-147.3317,9.26,634932729.22
1.4,64.9245,-148.8392,-0.02,634991389.03
2.1,64.8122,-147.7553,13.24,634991926.15
1.4,64.1152,-148.4102,7.95,635038549.77
0.7,64.8862,-147.9713,-0.46,635046728.22
1.2,64.6535,-148.7962,13.92,635108733.82
0.8,64.916,-148.022,-0.61,635215153.9
0.7,64.807,-147.7702,12.88,635228428.71
0.7,64.9007,-148.0057,-0.54,635291227.28
1.7,64.4572,-147.4113,9.52,635600927.22
0.9,64.634,-147.6422,14.54,635650512.99
0.9,64.6085,-147.063,-0.54,635669284.03
1.0,64.7835,-147.7593,14.68,635715227.4
1.1,64.3367,-147.3767,6.69,635720384.02
2.7,64.4677,-146.9405,11.39,635746961.09
2.0,64.4645,-146.9162,12.6,635747114.36
1.6,64.4655,-146.908,10.72,635752056.49
1.4,64.8253,-147.7455,14.26,635881211.15
1.1,64.8137,-147.7592,12.05,635881325.91
0.7,64.9417,-148.015,8.48,635901608.1
0.7,64.8435,-147.5722,11.78,636003968.96
1.9,64.598,-147.7445,17.48,636039173.13
1.6,65.7798,-147.4818,1.31,636226358.45
0.7,64.8672,-147.8137,13.27,636243065.65
1.8,64.6505,-146.7825,2.92,636377608.94
1.7,64.608,-146.4698,7.84,636508869.07
1.2,64.8812,-148.877,14.12,636588270.0
0.7,64.5932,-147.9392,17.38,636593634.26
1.8,64.5803,-147.035,16.52,636639128.43
2.3,64.578,-147.0363,17.43,636639235.27
1.1,64.4837,-146.9293,7.53,636652545.33
0.9,64.8483,-147.6318,14.61,636674517.05
1.0,64.6987,-147.965,12.04,636739041.02
1.0,64.6898,-146.8597,6.96,636750464.84
0.7,64.361,-147.2822,11.92,636785408.34
0.7,64.6788,-147.7813,15.32,636819838.93
1.0,64.8867,-148.9658,13.38,636835489.55
0.7,64.8903,-147.8798,5.91,636856423.4
0.6,64.6975,-147.495,9.87,636926173.08
1.4,64.4742,-146.898,11.35,636931874.47
0.5,64.7793,-146.491,21.33,636939331.48
1.2,64.6987,-146.8647,9.01,636940961.28
0.8,64.756,-147.4708,15.77,636984558.62
0.4,64.9065,-148.0397,-0.58,637028360.98
1.0,64.7592,-147.6658,-0.89,637273435.1
0.6,64.888,-147.962,-0.2,637288867.9
0.5,64.7013,-147.5062,8.54,637329945.01
1.8,64.6162,-146.978,11.46,637335470.05
1.1,64.9577,-147.473,27.37,637451705.07
1.8,64.8977,-147.5373,17.01,637455511.42
1.8,64.8952,-147.537,16.45,637455590.72
1.0,64.8063,-147.3168,-1.74,637486537.21
0.5,64.8653,-147.867,-3.0,637544526.52
2.4,65.058,-148.7193,17.08,637586664.36
1.5,64.6983,-147.545,15.74,637690884.64
0.7,64.9362,-148.146,0.58,637719909.2
1.4,65.3517,-148.4755,9.37,637766218.96
3.6,64.2358,-148.1693,76.19,637834096.37
0.9,64.942,-147.0038,11.51,637841466.19
1.8,64.0988,-148.8537,0.22,637908000.8
0.8,64.5017,-147.1838,-0.38,637982556.45
1.3,64.784,-147.8047,13.11,638007323.63
0.8,64.697,-148.1542,-0.41,638010583.09
0.9,64.8518,-148.6688,-3.0,638040541.96
1.3,64.4287,-146.7915,10.03,638089390.06
1.6,64.4257,-146.7978,10.47,638095481.32
1.3,64.6465,-147.732,15.63,638100132.47
0.8,64.4005,-148.7718,15.16,638136769.03
1.1,64.9227,-148.0288,-0.26,638159003.67
1.0,64.5618,-147.7857,11.98,638199218.88
0.7,64.7072,-147.5362,12.09,638203193.04
1.2,64.3267,-148.175,15.69,638254942.24
1.5,64.6407,-148.3955,13.69,638294094.53
1.2,64.8128,-147.1998,12.94,638298207.91
0.8,64.7768,-147.7432,15.62,638307535.76
0.9,65.0058,-147.9288,8.39,638316864.07
1.2,65.5542,-147.5763,7.4,638321210.42
0.8,64.921,-148.0403,16.2,638323800.8
1.9,64.8117,-147.7698,14.07,638554979.61
0.6,64.919,-148.0283,-0.06,638588058.85
1.6,64.2242,-148.665,7.28,638598718.34
1.3,64.6492,-148.0197,18.77,638761868.36
0.8,64.7143,-147.9965,20.38,638785042.32
0.8,64.533,-147.3937,11.85,638871722.29
1.9,64.9387,-148.6007,15.86,639523898.51
0.8,64.8527,-147.521,9.34,639579175.03
0.9,64.8517,-147.5365,12.38,639601485.45
1.2,64.7793,-147.737,16.89,639605619.59
1.5,64.2047,-148.6067,0.06,639614934.32
1.5,64.5858,-148.1467,15.14,639657065.35
1.4,64.9697,-148.9127,10.78,639707855.31
1.1,64.8787,-148.1192,17.34,639774309.71
1.2,64.6808,-146.8725,0.0,639826944.45
2.3,65.6108,-147.8002,3.27,639864174.36
1.5,64.7957,-147.5588,14.64,639877440.68
1.0,64.8652,-147.6898,13.61,639884721.42
0.8,64.428,-147.6503,0.0,639901854.95
1.9,64.1012,-148.1663,12.63,639962626.06
1.2,64.6527,-147.7893,17.0,639989006.46
1.6,64.879,-147.767,18.27,640016025.03
0.8,64.9195,-148.0237,5.93,640028851.07
1.1,64.95,-146.1198,0.0,640031984.34
1.3,64.4898,-146.9223,5.71,640057267.83
2.1,65.0928,-148.942,2.33,640155110.66
2.0,64.8178,-147.3137,16.72,640213692.08
1.8,65.1087,-148.9733,13.02,640322572.87
1.1,64.427,-147.3008,0.0,640388639.28
1.2,64.762,-147.5778,0.0,640464035.82
1.4,64.5578,-148.0995,33.98,640464224.09
0.5,64.9125,-147.7098,12.77,640664847.81
1.3,64.7963,-148.9835,10.54,640731137.99
0.7,64.919,-148.0328,0.0,640744142.43
0.9,64.6932,-146.7618,0.08,640782213.15
1.0,64.8187,-147.489,13.68,640816243.1
1.1,64.456,-146.9013,11.72,640847435.38
2.2,64.0117,-148.1242,106.99,640886483.66
1.5,64.8175,-148.3812,18.2,640908863.22
0.9,64.8065,-147.436,14.62,641134346.45
0.7,64.738,-147.243,4.25,641181651.4
1.5,65.3702,-148.1553,0.0,641230525.54
1.9,64.8703,-148.8207,21.98,641238134.3
1.2,64.4895,-147.356,7.98,641248095.57
1.0,64.7707,-147.3832,9.88,641282549.56
1.5,64.2148,-147.981,13.01,641340217.83
1.0,64.9788,-148.008,17.31,641511785.91
2.0,64.85,-147.417,13.35,640581857.94
1.2,64.3025,-148.0375,0.0,641623337.55
0.6,64.6477,-148.0448,17.12,641706688.73
2.5,65.0257,-148.65,21.49,641826814.56
1.4,64.7708,-147.4037,14.63,642107931.69
1.0,64.9917,-148.0263,22.23,642131730.57
0.9,64.9693,-148.0437,18.22,642309908.95
0.9,64.585,-147.024,9.34,642342113.58
1.6,64.5692,-147.0675,14.1,642450989.97
1.2,64.1417,-148.504,0.0,642484256.84
0.8,64.795,-147.4963,7.82,642528165.66
1.3,64.1687,-147.932,11.56,643091354.83
1.1,64.6878,-146.8898,0.0,643120147.45
2.4,64.6725,-146.8287,17.2,643245737.81
1.0,64.5687,-147.855,12.1,643299843.82
1.0,64.712,-147.5865,15.76,643398630.87
0.6,64.9028,-147.7255,14.5,643432943.44
1.3,64.878,-148.9572,15.84,643437857.7
1.1,64.8622,-147.4052,15.6,643441669.01
0.8,64.875,-147.7133,13.74,643522254.15
3.5,65.4485,-148.7035,12.52,643535190.67
1.6,64.637,-147.7392,7.49,643575005.51
0.7,64.6615,-146.8153,20.15,643600302.33
1.4,64.654,-148.0615,13.39,643685964.16
1.3,64.6687,-147.9993,16.35,643729300.26
2.8,64.8382,-147.3927,15.83,643801428.69
1.6,64.8352,-147.3777,10.91,643829616.99
1.9,64.0303,-148.1243,110.78,644157348.02
1.9,64.8337,-147.3877,9.92,644183119.86
1.1,64.525,-147.7942,10.8,644204118.93
0.9,64.4928,-148.6623,0.0,644518839.32
2.7,64.0235,-148.1697,104.92,644551497.3
1.8,64.7092,-146.8815,4.52,644588569.51
1.1,64.7745,-147.7488,14.22,644634435.05
0.8,64.8587,-147.5037,11.23,644736271.81
1.4,64.4778,-148.2047,0.0,644758388.26
1.5,64.4578,-147.3995,18.44,645517188.12
1.0,64.6273,-148.0777,16.05,645545432.65
1.4,64.3292,-148.6177,16.78,645565964.56
1.4,65.0405,-147.0793,14.11,645755243.49
1.8,64.6877,-147.3003,16.19,645760006.31
1.2,64.5902,-147.0162,0.0,645882115.02
1.2,64.9483,-147.0047,11.45,645955983.41
1.4,65.2187,-147.3455,15.84,646069172.2
1.3,64.6382,-146.6317,0.0,646237909.87
2.6,64.0443,-148.1003,11.42,646240228.64
1.5,64.7772,-147.7453,18.66,646250798.09
1.3,64.7647,-147.3062,7.54,646292051.59
1.6,64.799,-147.8592,15.94,646355990.79
1.7,65.1097,-148.7203,24.58,646555594.74
1.4,64.9668,-146.9582,12.47,646590852.37
1.1,64.7937,-147.7475,14.63,646835774.53
1.2,64.8962,-148.917,0.0,646866217.65
1.3,64.4963,-147.2352,0.0,647303427.5
1.7,64.9788,-148.8937,0.0,647326841.22
1.3,64.3997,-147.3167,0.0,647350489.67
1.0,64.545,-147.083,12.01,647519316.9
1.5,64.9428,-148.3863,28.77,647601037.06
1.5,64.8373,-147.1538,9.0,647624269.63
1.0,64.781,-147.4923,10.48,647747604.18
1.0,64.827,-147.3812,5.75,647757792.17
1.6,65.0407,-148.8762,20.77,647792357.65
1.4,64.487,-147.191,18.58,647988450.52
0.9,64.8572,-147.3212,7.69,648170843.02
1.4,64.8208,-147.6368,7.99,648245146.42
1.6,64.4855,-146.8842,0.0,648490443.35
1.9,64.9373,-147.4775,8.79,648626243.51
1.4,65.1898,-148.6887,11.03,648758650.38
0.9,64.9168,-148.0258,0.0,648862657.75
1.1,64.7942,-147.393,11.41,648862995.65
1.4,64.4843,-146.905,0.0,648872773.33
1.8,64.2723,-148.2698,14.26,649025037.99
1.7,64.146,-148.3762,7.67,649055839.19
1.8,64.6483,-146.7598,11.06,649098974.9
1.4,64.4418,-147.9543,0.2,649178497.53
1.6,64.413,-148.0533,8.87,649178932.41
0.9,64.8843,-147.4842,0.1,649210661.92
1.5,64.835,-147.3837,9.37,649319569.37
2.0,64.9797,-147.9058,17.65,649382572.67
1.2,64.5068,-147.7737,13.29,649540286.84
2.3,65.2153,-146.516,10.95,649571657.14
1.2,64.7567,-148.4687,17.19,649584320.48
2.9,64.7848,-148.8785,18.52,649616713.27
1.7,64.763,-148.7675,24.95,649876925.59
1.1,64.882,-147.7482,17.3,650146390.96
0.9,64.7005,-147.5365,6.37,650265935.73
0.8,64.8168,-147.4912,15.19,650319499.55
0.9,64.783,-147.8198,13.14,650344432.97
1.2,64.5682,-147.0658,0.0,650551292.23
1.1,64.6672,-147.8988,16.71,650551379.71
1.0,64.804,-147.5025,15.2,650610759.05
1.9,65.7193,-146.2198,8.97,650681979.23
1.0,64.8543,-148.5703,13.93,650733674.98
1.0,64.6683,-147.5453,6.14,650749618.56
1.3,64.4862,-146.9553,4.55,650759481.98
0.9,64.973,-147.9547,10.02,650764100.89
2.4,65.6888,-148.0272,25.33,650809499.36
2.4,65.694,-147.8495,13.79,650809681.03
2.4,65.6152,-147.8037,29.42,650809812.79
2.3,65.641,-148.1673,26.58,650810432.04
2.3,65.6032,-148.0417,16.53,650810588.31
0.9,64.7128,-147.9393,12.62,650810940.73
1.8,65.5817,-147.8383,14.33,650811016.78
2.2,65.6172,-148.033,16.48,650813212.84
0.6,64.9218,-148.0325,0.08,651023152.5
1.9,64.8508,-148.5782,17.65,651024623.9
1.3,64.5952,-148.2987,13.02,651126640.35
1.4,64.7148,-147.3808,9.31,651300525.63
0.5,64.9013,-148.0233,0.08,651371056.32
1.0,64.757,-147.0383,13.52,651412576.53
1.5,64.3718,-147.2153,16.51,651437009.4
1.9,64.0848,-148.8677,0.27,651528760.87
0.5,64.9178,-148.035,0.0,651543815.76
1.8,65.61,-148.2713,10.6,651756295.95
1.6,64.2042,-148.1905,17.08,651947718.4
0.7,64.9228,-148.0273,0.0,651984331.53
1.2,64.716,-146.8665,9.0,651998002.86
0.8,64.8827,-147.7567,12.96,652044533.16
0.4,64.9133,-148.0423,0.0,652145684.19
1.6,65.1037,-146.6033,17.42,652213245.38
0.8,64.9162,-148.0393,0.0,652235720.3
0.9,64.9948,-147.9247,11.31,652401672.25
0.8,64.8805,-147.5738,12.0,652424802.97
1.1,64.6765,-148.7503,9.0,652436411.22
0.7,64.9217,-148.0283,0.0,652577682.47
1.7,64.4947,-147.0558,14.63,652584287.95
1.5,65.434,-148.6345,12.06,652586707.47
1.5,64.9967,-146.7188,15.06,652601877.53
1.0,64.8105,-147.4227,10.15,652683584.23
1.8,64.4745,-146.8965,12.31,652716833.57
1.4,64.4093,-147.4567,0.0,652766295.4
1.8,65.1428,-148.9068,19.29,652771023.51
1.0,64.8175,-147.4695,12.92,652807730.83
1.9,64.4273,-146.7472,7.89,652847034.16
1.6,64.8173,-147.4915,13.62,652912657.53
1.5,64.8948,-148.81,13.58,652924228.86
1.2,64.7798,-147.493,11.51,653011743.94
1.0,64.7547,-147.0527,13.07,653043060.47
1.2,64.6765,-146.811,0.0,653043230.96
1.0,64.5622,-147.1093,3.04,653164109.45
1.1,64.6672,-146.9012,0.0,653185726.05
1.3,64.2998,-147.121,7.24,653218032.96
1.6,64.6378,-148.4003,17.02,653279043.11
1.2,64.6167,-146.9918,11.24,653343360.26
3.4,65.9933,-147.5553,8.07,653430103.29
1.2,64.7542,-148.8388,0.08,653488639.66
1.4,65.0446,-147.3455,37.4967,653672918.87452
0.7,64.9018,-148.0228,0.07,653796108.69
0.9,64.7413,-148.9418,4.48,654228090.69
0.6,64.9295,-148.0288,0.0,654230855.18
3.0,64.0225,-148.1343,104.77,654381707.69
1.7,64.0783,-148.0762,104.97,654385626.27
1.3,64.816,-147.8027,13.84,654396153.92
1.4,65.4173,-147.9558,0.0,654444998.94
2.5,64.2883,-146.9868,7.24,654453127.66
0.5,64.9232,-148.0282,0.0,654487477.38
2.0,65.714,-147.5787,9.71,654523108.97
1.5,64.6212,-148.3463,2.34,654524184.75
1.0,64.4845,-147.921,15.32,654539659.1
2.0,64.839,-148.9222,14.09,654586849.05
1.4,64.803,-147.0468,13.05,654692775.1
1.3,64.9085,-147.5013,9.3,654768804.78
1.3,64.8852,-147.4613,6.49,654770875.95
1.1,64.813,-147.3745,12.73,654899741.71
0.8,65.0363,-147.8902,5.22,654933175.7
1.2,64.7192,-147.3542,8.83,655017062.29
1.3,64.7213,-147.3492,8.96,655111132.04
1.0,64.5885,-147.0502,0.0,655147946.62
1.8,64.4293,-148.2228,13.53,655170214.8
1.0,64.9582,-147.1623,12.52,655180898.9
1.7,64.7763,-147.0922,19.44,655213362.74
1.3,64.8665,-148.6527,6.93,655250609.0
0.8,64.4418,-147.2912,0.25,655254882.6
0.7,64.9173,-148.0298,0.0,655266521.66
1.9,64.7477,-147.5053,15.18,655387250.76
1.3,65.0117,-147.6002,17.14,655557525.02
0.5,64.8873,-148.1415,0.0,655614125.79
1.3,65.0892,-148.5997,17.43,655621128.75
1.7,64.8285,-147.9377,16.4,655697371.64
0.7,64.9162,-148.0318,0.0,655787689.93
1.5,64.7773,-147.4403,15.21,655812316.83
1.7,64.991,-146.6762,13.66,655870076.61
0.6,64.9038,-148.0365,0.0,655876401.75
1.5,65.1537,-148.704,12.64,656000214.44
1.0,64.7975,-147.515,13.56,656069892.22
1.2,64.8807,-147.7588,18.29,656191267.97
0.8,64.8937,-147.7483,17.24,656514357.1
2.1,64.1218,-146.5018,21.4,656752974.61
1.1,64.3367,-147.2705,12.75,656873570.56
1.1,64.6152,-147.9283,20.13,656886648.18
1.2,64.9005,-147.798,13.96,657018494.69
0.5,64.983,-147.8123,7.51,657018808.83
2.1,64.4742,-146.9,10.76,657113255.62
1.1,64.7658,-148.7925,0.0,657179378.59
1.5,64.2702,-148.3827,0.06,657220274.8
0.6,64.9192,-147.9925,0.0,657254412.3
